#,video_name,class_name
0,eat_0_2_48.mp4,EAT
1,eat_0_2_269.mp4,EAT
2,eat_0_2_733.mp4,EAT
3,eat_0_3_267.mp4,EAT
4,eat_0_3_767.mp4,EAT
5,eat_0_4_649.mp4,EAT
6,eat_2_233_4_733.mp4,EAT
7,eat_8_351_12_693.mp4,EAT
8,eat_9_04_12_52.mp4,EAT
9,eat_10_777_13_747.mp4,EAT
10,eat_15_20_88.mp4,EAT
11,eat_20_721_23_39.mp4,EAT
12,eat_23_76_25_36.mp4,EAT
13,eat_23_724_25_726.mp4,EAT
14,eat_33_36_937.mp4,EAT
15,eat_37_971_40_541.mp4,EAT
16,eat_58_091_58_926.mp4,EAT
17,eat_87_735_93_919.mp4,EAT
18,eat_92_693_93_393.mp4,EAT
19,eat_101_335_104_171.mp4,EAT
20,eat_118_752_120_921.mp4,EAT
21,eat_128_729_132_833.mp4,EAT
22,eat_140_44_147_52.mp4,EAT
23,eat_151_885_153_654.mp4,EAT
24,eat_154_655_156_656.mp4,EAT
25,eat_176_52_178_76.mp4,EAT
26,eat_178_36_179_84.mp4,EAT
27,eat_312_833_315_9.mp4,EAT
28,eat_362_588_369_711.mp4,EAT
29,eat_600_44_602_96.mp4,EAT
30,eat_736_536_741_507.mp4,EAT
31,eat_1051_717_1053_386.mp4,EAT
32,eat_1053_719_1055_187.mp4,EAT
33,eat_1055_788_1056_956.mp4,EAT
34,eat_1238_24_1243_72.mp4,EAT
35,eat_18316.mp4,EAT
36,eat_18323.mp4,EAT
37,eat_18324.mp4,EAT
38,eat_18325.mp4,EAT
39,eat_18329.mp4,EAT
40,eat_18331.mp4,EAT
41,eat_68044.mp4,EAT
42,why_47_733_49_5.mp4,WHY
43,why_158_291_160_727.mp4,WHY
44,why_107_6_109_467.mp4,WHY
45,why_272_305_273_24.mp4,WHY
46,why_9_409_11_745.mp4,WHY
47,why_2_736_9_076.mp4,WHY
48,why_0_334_2_069.mp4,WHY
49,why_0_2_3.mp4,WHY
50,why_64_364_69_269.mp4,WHY
51,why_264_964_270_236.mp4,WHY
52,why_18_551_23_922.mp4,WHY
53,why_97_464_100_934.mp4,WHY
54,why_13_914_15_983.mp4,WHY
55,why_9_038_12_201.mp4,WHY
56,why_3_515_5_523.mp4,WHY
57,why_0_502_3_013.mp4,WHY
58,why_560_026_561_694.mp4,WHY
59,why_556_356_559_359.mp4,WHY
60,why_63282.mp4,WHY
61,why_63289.mp4,WHY
62,why_63288.mp4,WHY
63,why_63287.mp4,WHY
64,why_63285.mp4,WHY
65,why_63284.mp4,WHY
66,why_63283.mp4,WHY
67,why_63281.mp4,WHY
68,why_63280.mp4,WHY
69,why_63279.mp4,WHY
70,meat_0_2_92.mp4,MEAT
71,meat_0_3_6.mp4,MEAT
72,meat_0_4_459.mp4,MEAT
73,meat_10_4_14_167.mp4,MEAT
74,meat_72_773_76_843.mp4,MEAT
75,meat_131_665_132_9.mp4,MEAT
76,meat_133_133_137_337.mp4,MEAT
77,meat_35353.mp4,MEAT
78,meat_35361.mp4,MEAT
79,meat_35362.mp4,MEAT
80,meat_35363.mp4,MEAT
81,meat_35366.mp4,MEAT
82,meat_35367.mp4,MEAT
83,meat_66109.mp4,MEAT
84,you_0_1_64.mp4,YOU
85,you_0_2_837.mp4,YOU
86,you_0_3_033.mp4,YOU
87,you_0_5_033.mp4,YOU
88,you_1_001_2_669.mp4,YOU
89,you_5_105_8_709.mp4,YOU
90,you_7_608_9_309.mp4,YOU
91,you_13_046_15_716.mp4,YOU
92,you_14_67_16_637.mp4,YOU
93,you_15_148_17_818.mp4,YOU
94,you_23_08_29_08.mp4,YOU
95,you_28_729_32_266.mp4,YOU
96,you_29_696_31_698.mp4,YOU
97,you_32_733_34_334.mp4,YOU
98,you_41_408_43_41.mp4,YOU
99,you_59_84_62_24.mp4,YOU
100,you_100_133_105_272.mp4,YOU
101,you_113_613_114_681.mp4,YOU
102,you_141_975_144_945.mp4,YOU
103,you_610_51_613_179.mp4,YOU
104,you_614_414_615_582.mp4,YOU
105,you_64379.mp4,YOU
106,you_64380.mp4,YOU
107,you_64381.mp4,YOU
108,you_64382.mp4,YOU
109,you_64383.mp4,YOU
110,you_64385.mp4,YOU
111,you_64386.mp4,YOU
112,you_64389.mp4,YOU
113,you_69547.mp4,YOU
